Image;code postal;Commune;Nom;Adresse;Contact mail;Contact téléphonique;Site internet;Réseau social Facebook;Réseau social Twitter;Réseau social Youtube;Texte descriptif;Etat;Typologie;Type innovation;XY;Horaires
;75012;Paris 12e;Coworking CRTH;163 rue de Charenton;information@crth.org;01 42 74 17 87;http://www.crth.org/;https://www.facebook.com/crth.centrerecherche;CRTH_Acte21;https://www.youtube.com/user/CRTHacte21;Le Centre Recherche Théâtre Handicap est un tiers lieu, dont l’école Acte 21 offre un espace de recherche, d’innovation, de création et d’insertion sociale et professionnelle ouvert à tous, sur un principe d’égalité et de non-discrimination. Deux espaces de co-working ont également été créés par l’association Regard en France, l’un dédié aux entrepreneurs en phases d’amorçage, l’autre aux jeunes entreprises en phase de décollage.;existant;Innovation sociale et sociétale;Coworking;48.844461,2.384086;
;75020;Paris 20e;Cury vavart;14 rue du Capitaile Marchal;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75019;Paris 19e;L'Accorderie du 19e;234 rue de Crimée;paris19@accorderie.fr;01 40 38 94 21;http://www.accorderie.fr/paris19/;-;-;-;L’Accorderies de Paris 19ème accueille tout habitant du 19 ème arrondissement souhaitant échanger des services, des savoirs, des savoir-faire. Un projet de ressourcerie / recyclerie est en cours.;existant;Nouveaux services;Espaces mutualisés de services;48.893983,2.373396;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/fb6cd936f4631678df3a8977106a3150;75014;Paris 14e;ParisTech Entrepreneurs;9 rue Dareau;contact-incub@telecom-paristech.fr;01 45 81 71 36;http://entrepreneurs.telecom-paristech.fr/;https://www.facebook.com/Club-Entreprenariat-de-Télécom-Paristech-164844697022082/;incubparistech;-;Premier incubateur français du numérique en terme de startups créées, cet incubateur structure et accompagne les projets numériques innovants. Il propose un accompagnement personnalité sur un an et demi, et entretient des relations privilégiées avec les diplômés des écoles de ParisTech, tout en restant ouvert à tous les porteurs de projets.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.831529,2.338429;
;75012;Paris 12e;Immeuble le Garance;20 rue des Pyrénées;;;http://www.icade.fr/references/bureaux/garance-paris-20eme;;;;"Un immeuble 3 en 1. Au-dessus d'un dépôt de bus de la RATP enterré, ""Le Garance"" offrira 5 étages de bureaux aux normes internationales de confort et de qualité, et un équipement public réalisé par la Ville de Paris. Ce projet d'urbanisme et de transport répond à 3 objectifs :
•procéder à l'enfouissement du centre-bus RATP local sur plusieurs niveaux de sous-sol en rez-de-chaussée, 
•développer en superstructure 29 840 m² de bureaux
•équiper la ville d'un nouvel établissement public d'environ 3 500 m² à usage de collège et de crèche (projet qui sera réalisé ultérieurement par la Ville de Paris). 
•La RATP a choisi Icade pour mener à bien la réalisation du centre-bus et de l'ensemble tertiaire.";existant;Innovation dans les usages;Immeuble pluriel;;
;75012;Paris 12e;La Manufacture - Les 100ecs;100 rue de Charenton;lamanufacture@lecent.fr;01 46 28 80 94;http://la-manufacture.tumblr.com/;https://www.facebook.com/La-Manufacture-151257858237420/info/;Le100ECS;-;Accueilli par le  100ecs, établissement culturel solidaire et expérimental, qui met à disposition une équipe de professionnels du monde de la culture au service des entrepreneurs, La Manufacture propose des espaces de travail et de rencontres aux auteurs, qu’ils soient écrivains, scénaristes ou traducteurs.;existant;Nouvelles économies et industries;Fablab;48.847696,2.376957;
;93200;Saint-Denis;Look Forward showroomprivé.com;1 rue des blés;;;;;;;;existant;Nouvelles économies et industries;;48.938834,2.361609;
;75020;Paris 20e;Mama Shelter;109 rue de bagnolet;food.paris@mamashelter.com;01 43 48 48 48;http://www.mamashelter.com;https://www.facebook.com/MamaShelterOfficial/;MamaShelter_P;-;Le Mama Shelter, ou « Abri de maman », est une chaîne d’hôtellerie urbaine innovante qui propose à ses clients des chambres simples et confortables à des prix abordables, équipées d’un matériel technologique de pointe. Mais c’est surtout un lieu de vie atypique et décalé : tags aux murs et aux plafonds, soirées tous les week-ends, bar et restaurant servant 500 à 800 couverts par jour.;existant;Innovation dans les usages;Hôtellerie innovante;48.859637,2.402858;
;94300;Vincennes;résidence universitaire;23 avenue des Murs du Parc;;;;;;;;existant;Innovation dans les usages;Nouveaux modes d’habiter;48.845993,2.456556;
;75014;paris 14e;Théâtre de la Cité Internationale;17 boulevard Jourdan;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75020;Paris 20e;Cité Bonnier;140 rue de Ménilmontant;;;;;;;Requalification de la cité pour améliorer les conditions du quartier. De nombreuses directions impliquées. Pour l'Arc de l'innovation, potentiel pour ouvrir sur la ville des rez-de-chaussée réaffectés avec la création de locaux d’activités artistiques, culturelles, entreprises ESS/insertion (exemple : recyclage/réparation/revente, permettant d’utiliser aussi les caves).;projet;Potentiels foncier ou immobilier;Projets immobiliers sans programme;;
;75020;Paris 20e;Habitat participatif;20 rue Gasnier Guy;;;http://www.habitatparticipatifparis.fr/appelaprojet/lesparcelles/20ruegasnier/;;;;Appel à projets qui traduit la volonté de la Ville de Paris de développer l’habitat participatif dans le cadre de sa politique de l’habitat.;projet;Fabrique du projet;Participation et concertation;48.865012,2.393818;
;75019;Paris 19e;Le Laptop;6 rue Arthur Rozier;welcome@lelaptop.com;01 77 16 65 24;http://www.lelaptop.com/;https://www.facebook.com/LeLaptop/;Le_Laptop;-;Fondé en février 2012 par Pauline Thomas, une freelance qui a voulu créer à Paris un lieu inspiré de ses expériences à l’étranger, c’est un des tous premiers espaces de co-working de la capitale. Avec des bureaux faits sur mesure par le menuisier David Martin, il s’adresse avant tout aux freelances à la recherche d’un cadre calme, confortable et spacieux.;existant;Innovation sociale et sociétale;Coworking;48.877348,2.390756;
;93450;L'Ile-Saint-Denis;Le Phares (PTCE);6 rue Arnold Géraux;;;;;;;;existant;Innovation sociale et sociétale;;48.938129,2.338528;
;94600;Choisy-le-Roi;Modul'Air;Avenue Louis Luc;;;;;;;;projet;Nouvelles économies et industries;Immobilier productif;48.761534,2.413977;
;94300;Vincennes;résidence universitaire;47 rue des Laitières;;;;;;;;existant;Innovation dans les usages;Nouveaux modes d’habiter;48.846897,2.421259;
;93300;Aubervilliers;Coopaname Aubervilliers;9-13 rue de la Nouvelle France;coop@coopaname.coop;01 43 71 82 69;http://www.coopaname.coop/;https://www.facebook.com/coopaname;Coopaname;-;Ni dépendants, ni indépendants : coopérateurs. Tel est le slogan de Coopaname, une coopérative ouvrière et ouvrière issue du mouvement des coopératives d’activités et d’emploi. Elle rassemble ainsi plus de 750 personnes autour d’une forme novatrice d’organisation économique et sociale.;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.913564,2.385994;
;75020;Paris 20e;Groupement des Jeunes Créateurs Parisiens;61, Rue des Amandiers;;;;;;;;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.865345,2.389739;
;75012;Paris 12e;Gymnase de Reuilly;43 allée Vivaldi;anne-gaelle.baptiste@paris.fr;;;;;;Expérimentation pour développer des réseaux de capteurs urbains pour mesurer des indicateurs énergétiques (électricité et eau et confort thermique);existant;Experimentation;Mesure d’indicateurs énergétiques;48.841799,2.389088;
;75018;Paris 18e;La couveuse d’activités Épicéas;40 rue Leibniz;epiceas@projets19.org;01.53.26.57.37;http://couveuse-epiceas.blogspot.fr/;;;;Pépinière de projets en matière d’innovation sociale, cette association accompagne les demandeurs d’emploi et aide à la création d’activités intégrées à l'économie sociale et solidaire.;existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;93500;Pantin;MurMur;55 rue Cartier Bresson;service.clients@murmur.fr;01 74 88 06 61;http://www.murmur.fr/;https://www.facebook.com/murmurPantinIssy/;;;Le plus grand complexe d'escalade de France. Situé au départ dans des lieux insolites : une usine désaffectée devenu un refuge à la ville avec la salle d’escalade à Pantin. MurMur propose des cours adaptés selon tous les niveaux et apporte une offre globale corde-bloc.;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.902166,2.400662;
;75013;Paris 13e;Paris Terrain de Jeux - Tour Parachute;Au 7 avenue de la porte de Choisy;;;http://www.paris.fr/terraindejeux;;;;Paris Terrain de jeux. Implantation d’un complexe de foot à cinq avec 3 terrains de foot couverts, avec vestiaires PMR et douches individuelles;projet;Nouveaux lieux - nouveaux services;Utilisation éphémère;48.818004,2.366063;
;75012;Paris 12e;Plateau de Gravelle;2 Route du Pesage;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;"Appel à idées Pavillons. Le pavillon abritant le restaurant du Plateau de Gravelle, est situé dans le Bois de Vincennes,
à proximité de l’Hippodrome de Vincennes et du lac de Gravelle, dans un cadre privilégié et
entouré de verdure.";existant;Fabrique du projet;Montages innovants;;
;75014;Paris 14e;Saint-Vincent-de-Paul;82 Avenue Denfert-Rochereau;;;http://lesgrandsvoisins.org/;https://www.facebook.com/lesgrandsvoisins/?fref=nf;;;"Le site entier est en cours d’acquisition par la Ville de Paris pour y développer un nouveau quartier de ville, avec la création de 600 logements. Les travaux du projet urbain ne commenceront qu’en 2017. Aujourd’hui, l’enjeu est d’utiliser le temps de vacance de ce site extraordinaire, de réussir une occupation temporaire qui propose ou suscite des usages audacieux et généreux.

Depuis 2015, l’équipe de Yes We Camp est sur place avec la volonté de favoriser les rencontres entre tous les résidents du site, et aussi, d’assurer le grand défi d’une ouverture au public. L’ambition, c'est d’offrir un espace-temps de cohabitation et d’interaction entre des publics diversifiés. Nous souhaitons activer temporairement un lieu du quotidien propice à la promenade, au bien-être, à la rencontre et à l’apprentissage pour tous.";;Fabrique du projet;Participation et concertation;48.836898,2.334752;
;75019;Paris 19e;Terrain Haie Coq;;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.9019308549,2.3721172224;
;75012;Paris 12e;Théâtre de la Tempête;Route du Champ de Manœuvre;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75019;Paris 19e;Universcience Living Lab;30 avenue Corentin Cariou;carrefour-numerique@universcience.fr;;http://www.cite-sciences.fr/fr/au-programme/lieux-ressources/carrefour-numerique2/;;https://twitter.com/CarrNum;http://www.dailymotion.com/universcience;Conçue en étroite collaboration avec les chercheurs, enrichie par la médiation humaine, l’offre culturelle déployée par Universcience s'adresse à tous les publics et s’articule à l'expérimentation d’outils innovants avec le Fab Lab et le Living Lab.;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.897032,2.3852;
;75010;Paris 10e;Château Landon;33 rue de l'Aqueduc;;;;;;;La restructuration et l'extension de ce bâtiment  permet la création d'une pépinière d'entreprises dédiées à la mode et à la création. Elle offrira des bureaux et ateliers, un Fab Lab, un studio photos, des salles de réunions, des boutiques et espaces évènementiels, un café, une résidence de créateurs et de nombreux espaces extérieurs. RIVP a un bail pour 45 ans;projet;Nouvelles économies et industries;Plateformes, incubateurs;48.881514,2.361958;
;94400;Vitry-sur-Seine;Grande Halle des Ardoines;;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.783330621,2.41225605008;
;75018;Paris 18e;Institut des Cultures d'Islam;19 rue Léon;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75018;Paris 18e;Lots Bd Binet;Boulevard Binet , le long du stade Dauvin;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;75012;Paris 12e;Paris Innovation Brûlon-Cîteaux;37 rue de Cîteaux;yvan.cohen@paris.fr;-;-;-;-;-;Faire vivre dans la capitale des secteurs de haute technologie de même qu’un artisanat traditionnel de haute qualité, c’est l’objectif que s’est fixé la mairie de Paris avec le programme Paris Innovation, en réunissant des pépinières, incubateurs et pôles d’entreprises. Ce pôle permet cette cohabitation sur plus de 3500m2.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.848336,2.380601;
;75019;Paris 19e;R2K  - École du numérique;1, Rue de la Solidarité;r2k@r2k.coop;01 40 35 54 01;http://r2k.coop/site/;https://www.facebook.com/CoopR2K/;;;Une dynamique au service du territoire dans le domaine de l’insertion professionnelle et sociale. Près de 5 500 bénéficiaires par an, principalement des jeunes de bas niveau de qualification, mais aussi des personnes souffrant de handicap, ou encore des chômeurs de longue durée, pour les amener dans l'emploi ou dans la formation diplômante dans les métiers de l'économie numérique.;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.883008,2.389483;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/5ae4a6490147acaffbcde2eb5d3dd5ca;75014;Paris 14e;Rejoué - Boutique;80 avenue du Maine;contact@rejoue.asso;01 72 38 88 76;http://rejoue.asso.fr/;https://www.facebook.com/Rejoué-187849474599104/;Rejoue;-;Rejouer avec vos jouets d’enfance. C’est ce que propose l’association Rejoué, qui récupère, restaure et revalorise les jouets usagés, qui sont remis à neuf et revendus afin qu’ils aient une seconde vie. Elle s’inscrit ainsi dans une économie circulaire, dans le respect des valeurs d’écologie et d’économie sociale et solidaire. Ils cherchent un local plus grande à Paris pour déménager;existant;Nouvelles formes d’économie « plurielle »;Economie sociale et solidaire;48.838572,2.322042;
;93170;Bagnolet;Usine Biset - Habitat et activités;1  rue des Loriettes;marcbourgeois@sof-architectes.com;06 75 01 52 73;;;;;"Il s’agit ici de la transformation d’une usine de brique et d’acier en 5 logements comprenant des surfaces d’activité. Les logements sont organisés autours d’un espace semi-collectif comprenant des terrasses et un jardin. Un atelier de bricolage est mis à la disposition des habitants. Dans un cadre de verdure et à l’abri de l’agitation automobile, la vie des occupants prends forme entre collectivité et vie privée. 
Espace partagés : Atelier, Espaces verts, Garage, Garage à vélo, Jardin, Terrasse";existant;Fabrique du projet;Montages innovants;;
;75018;Paris 18e;École Poissonniers;142 rue des poissonniers;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1388-ecole-poissonniers-18e.html;;;;APP Parisculteurs. L'école élémentaire des Poissonniers, dans le 18ème arrondissement, possède deux terrasses respectivement de 800m² et 210m².;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75010;Paris 10e;OKKO;40-52 rue d'Alsace;;;;;;;Hôtel 4*, 170 chambres, 5 769 m2 avec une terrasse de 3000 m2 propriété de la ville de Paris;projet;Fabrique du projet;;48.879627,2.358653;
;75019;Paris 19e;Paris Villette;150 boulevard de la Villette;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1342-paris-villette-19e.html;;;;Le bailleur social propose l’ensemble d’un cœur d’îlot dans le 19e arrondissement d’une surface de 800m² situé sur une dalle de parking. Le type de projet proposé sur cet espace est libre. Des locaux en rez-de-chaussée de 30 ou 50m² (semi-enterrés côté cour), ainsi que des surfaces de réserves équivalentes, peuvent par ailleurs être mis à disposition du porteur de projet. En complément de cette cour intérieure, le toit d’un des bâtiments est proposé pour des activités complémentaires à définir selon la portance.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;94600;Choisy-le-Roi;Port de Choisy-le-Roi;Quai de Choisy-le-Roi;reinventerlaseine@haropaports.com;;http://www.reinventerlaseine.fr/;;;;Réinventer la Seine. Sur le port de Choisy- le- Roi (94) ce terre-plein de 220m² et son plan d’eau attenant se situe au cœur d’un quartier en pleine mutation (ZAC de logement) bénéficiant d’équipements urbains de qualité (gare RER, médiathèque...).;projet;Fabrique du projet;Montages innovants;;
;75013;Paris 13e;Théâtre Dunois;7 rue Louise Weiss;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;93200;Saint-Denis;Académie Fratellini;1 RUE DES CHEMINOTS;;;;;;;;existant;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.938834,2.361609;
;93200;Saint-Denis;Atelier de moulage RMNGP;1 impasse du Pilier;;;;;;;;existant;Nouvelles économies et industries;Immobilier productif;48.913114,2.362742;
;75014;Paris 14e;CIUP;boulevard Jourdan;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.821174,2.335056;
;75014;Paris 14e;Paris Biotech Santé;24 rue du Faubourg Saint-Jacques;-;01 53 10 53 10;http://www.parisbiotech.org/;-;-;-;Accompagner et valoriser l’innovation santé. C’est l’objectif de Paris Biotech Santé, un incubateur d’entreprises innovantes spécialisées dans le développement de médicaments, de dispositifs médicaux et de services au bénéfice des patients. Tous les ans, il accueille 10 nouveaux projets suivis mensuellement.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.837455,2.338516;
;75014;Paris 14e;Paris Innovation Losserand;168 bis rue Raymond Losserand;-;-;-;-;-;-;Faire vivre dans la capitale des secteurs de haute technologie de même qu’un artisanat traditionnel de haute qualité, c’est l’objectif que s’est fixé la mairie de Paris avec le programme Paris Innovation, en réunissant des pépinières, incubateurs et pôles d’entreprises. Ce pôle accueille des entreprises en lien avec les technologies de l’information et de la communication.;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.829928,2.309995;
;93500;Pantin;Cité de l'écohabiter;ZAE Cartier-Bresson;;;;;;;;projet;Nouvelles économies et industries;Immobilier productif;;
;94800;Villejuif;EFREI Entrepreneurs;33 impasse Victor Hugo;;;;;;;;existant;Nouvelles économies et industries;;48.790347,2.363871;
;75018;Paris 18e;Hébert;;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;75018;Paris 18e;Paris Print Club;33 ter rue Doudeauville;;;http://parisprintclub.tumblr.com/;https://www.facebook.com/Paris-Print-Club-286411661512684/;;;"Le Paris Print Club est une plateforme de création artisanale et artistique 
appliquée à l’image et à l’objet imprimé dans cet espace se regroupent les ateliers de graveurs, lithographes, sérigraphes, relieurs, typographes, éditeurs, designers, graphistes, artistes, ainsi qu’une galerie.";existant;Nouvelles économies et industries;Plateformes, incubateurs;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/6d098defa8242301ce19de111c9cff81;75013;Paris 13e;PUSHED SLAB;1/11 rue Brillat Savarin;-;-;-;-;-;-;Les bureaux Pushed Slab a été réalisé par la société d’architecture et d’urbanisme néerlandaise MVRDV, en collaboration avec la société d’architecture française North by Northwest . Bureaux à haute performance, ils combinent qualité architecturale, viabilité économique et haute efficience énergétique.;existant;Innovation dans l'architecture;Immeubles résilients et durables;48.821977,2.350577;
;93200;Saint-Denis;Chenue;;;;;;;;;existant;Nouvelles économies et industries;Plateformes logistiques;;
;94200;Ivry-sur-Seine;Ilot 4E;rue Meurice Gusbourg;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.875232,2.411533;
;94250;Gentilly;Ilot Vachon;131 avenue Paul Vaillant Couturier;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.816664,2.334771;
;75014;Paris 14e;Pavillon Tisserand;134 rue d’Alésia;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;"Appel à idées Pavillons. Le pavillon Tisserand est une maison de ville d’un étage, de type rotonde, de style 1900,
appartient au Centre d’action sociale de la Ville de Paris (CASVP). Inscrit dans l'appel à idées Pavillons de la DFA";existant;Fabrique du projet;Montages innovants;;
;75013;Paris 13e;Place d'Italie;Place d'Italie;;;;;;;Expérimentation pour mesurer de l’utilisation d’un espace public et gérer les flux piétons;existant;Experimentation;Capteurs de présence;;
;75012;Paris 12e;Bibliothèque et collège Léo Lagrange;;;;https://bercy-charenton.imaginons.paris/lamenagement-du-secteur-leo-lagrange;;;;;projet;Innovation dans les usages;Immeuble pluriel;48.8323395414,2.40130877442;
;75012;Paris 12e;"Institut Carnot ""Voir et Entendre""";63 rue de Charenton;romain.goument@institut-vision.org;01 53 46 26 08;http://www.instituts-carnot.eu/fr/institut-carnot/voir-et-entendre;;;;Situé au cœur de Paris, l’institut Carnot « Voir et Entendre » représente l’un des plus importants centres internationaux de recherche neurosensorielle. Cet institut est conçu comme un lieu d’échange en réunissant sur un même site patients, cliniciens, chercheurs et industriels afin d’accélérer l’innovation en matière de produits de santé et de haute technologie, en apportant des solutions aux besoins non couverts des personnes atteintes de pathologies et handicaps affectant les systèmes visuels et auditifs.;projet;Nouvelles économies et industries;;48.850445,2.373448;
;75019;Paris 19e;Logement social participatif;Passage Desgrais;;;http://www.batigere.fr/Le-Reseau-en-mouvement/Les-membres-du-Reseau/Ile-de-France/BATIGERE-ILE-DE-FRANCE/Actualites2/Vivez-l-experience-EC-H-O-PARTICIPATIVE;;;;;projet;Fabrique du projet;Participation et concertation;;
;93120;La Courneuve;Plaine de Saveurs;65 Avenue Jean-Mermoz;plainedesaveurs@gmail.com;09 72 44 79 04;www.plainedesaveurs.fr;https://www.facebook.com/plainedesaveurs93/;;;Plaine de Saveurs, entreprise de l’économie sociale, a pour objet l’animation d’un incubateur culinaire, la mise à disposition en co-working d’un laboratoire de cuisine, et la production d’une offre de restauration multiculturelle issue de son territoire.;existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;75019;Paris 19e;Pôle Lutess;204 rue de Crimée;;01 77 75 11 99;http://next.paris.fr/pro/professionnels/appel-a-candidatures-integration-de-structures-innovantes-dans-le-secteur-de-l-ess/rub_9487_actu_129651_port_24874;;;;Pôle d’hébergement Paris&Co, ruche d’entreprises innovantes ESS.;existant;Nouvelles économies et industries;Plateformes, incubateurs;;
;75019;Paris 19e;Trabendo;211 avenue Jean Jaurès;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;94200;Ivry-sur-Seine;La Halle o Films;29 rue jean jacques Rousseau;contact@studio-kremlin.com;01 78 13 31 07;www.halleofilms.com;;;;La Halle o Films fonctionne dans un ancien entrepôt de la société Stokvis. Aujourd'hui c'est un centre de production cinématographique.;existant;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.816619,2.395498;
;75018;Paris 18e;Pain de la Liberté;Rue de la Chapelle;contact@paindelaliberte.com;;http://paindelaliberte.com/;https://www.facebook.com/pages/Le-Pain-de-la-LibertÃ©/229550920526086?fref=ts;;;Coopérative Boulang?re BIO travaille avec des femmes en insertion et se spécialise dans les intolérances alimentaires (sans gluten, sans lactose, sans arachide, etc.).;existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;75019;Paris 19e;Paris Terrain de jeux - Quai du lot;9 quai de Lot;;;http://www.paris.fr/terraindejeux;;;;Paris Terrain de jeux. Espace sportif modulable et fonctionnel autour de la boxe et du fitness, avec 2 vestiaires équipés chacun de 4 à 5 douches.;projet;Nouveaux lieux - nouveaux services;Utilisation éphémère;;
;75020;Paris 20e;Porte de Vincennes - Lot A;;;;;;;;Bâtiment multi-activités en R+6. Crèche, Centre des cultures urbaines, Reconstitution scolaire, 2 logements de fonction du groupe scolaire, résidence étudiante/jeunes travailleurs,;projet;Innovation dans les usages;Immeuble pluriel;48.8503392479,2.41463549231;
;75012;Paris 12e;Serres historiques du jardin d’agronomie tropicale;45 bis avenue de la Belle Gabrielle;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;Appel à idées Pavillons.  Les serres historiques, inscrites à l’inventaire supplémentaire des monuments historiques, sont situées dans l’ancien jardin des cultures. Elles ont été construites en 1899 et sont les premières constructions réalisées sur le site.;existant;Fabrique du projet;Montages innovants;;
;75019;Paris 19e;Grand Parquet;35 rue d'Aubervilliers;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
;75018;Paris 18e;Mila;2 rue André Messager;info@milaparis.fr;01 58 60 20 63;www.milaparis.fr/;https://www.facebook.com/pages/MILA-La-rue-de-la-musique/164355370272038?fref=ts;Milaparis;;Pôle de soutien aux entreprises musicales indépendantes, il met à disposition des locaux à des tarifs préférentiels. Il accueille des entreprises musicales sélectionnées pour la qualité de leur projet, leur dynamique et leur capacité d’innovation.;existant;Nouvelles économies et industries;Plateformes, incubateurs;;
;94200;Ivry-sur-Seine;Zone d'activité Dumesnil;rue Hartmann;;;;;;;;projet;Nouvelles économies et industries;Immobilier productif;48.807093,2.384954;
;93000;Bobigny;Eco Parc;79 avenue de Paris;service.clients@murmur.fr;;;;;;;projet;Innovation dans les usages;;48.896035,2.42775;
;75020;Paris 20e;Gare de Ménilmontant - promenade-jardin - potager;9 rue de la Mare;;;;;;;"Gare de la petite ceinture avec une promenade, jardin; potager. Mise en mouvement du chantier participatif en 2016.";existant;Nouveaux lieux - nouveaux services;Espaces insolites;;
;93400;Saint-Ouen;MOB;4 rue Gambetta;;;;;;;;existant;Innovation dans les usages;Immeuble pluriel;48.905686,2.3360630000000002;
;75012;Paris 12e;Porte de Vincennes - Lot H1;boulevard Carnot;;;;;;;;projet;Innovation dans l'architecture;Immeubles résilients et durables;48.844021,2.413085;
;75018;Paris 18e;Résidence Valentin Abeille;allée Valentin Abeille;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1346-residence-valentin-abeille-18e.html;;;;Le groupe Arcade met à disposition le toit, un mur et une partie des espaces verts en pleine terre de la résidence Valentin Abeille dans le 18ème arrondissement, pour des projets de végétalisation et/ou d’agriculture urbaine. Le toit est proposé pour un projet de végétalisation seulement, ne nécessitant pas de passages fréquents et n’a pas pour vocation d’être rendu accessible au public.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75019;Paris 19e;Stade Ladoumègue;37 Route des Petits Ponts;;;http://equipement.paris.fr/centre-sportif-jules-ladoumegue-3080;-;;;;projet;Innovation dans les usages;Immeuble pluriel;48.893405,2.397801;
;75013;Paris 13e;UiSPC;2 rue Marguerite Duras;;;;;;;;projet;Innovation sociale et sociétale;Formation, Enseignement Supérieur et Recherche;48.828822,2.380988;
;75020;Paris 20e;Cabane Fleury;Square Fleury;;;http://www.pepinsproduction.fr/;https://www.facebook.com/pepinsproduction/timeline?ref=page_internal;;;Pépinière et serre participative réalisée par l’association Pépins Production.;existant;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;93200;Saint-Denis;Hôtel numérique;place du Front Populaire;;;;;;;;projet;Nouvelles économies et industries;;48.9066344356,2.36601465927;
;75019;Paris 19e;Multi-accueil Arthur Honegger;7 allée Arthur Honegger;;;;;;;Crèche pilote dans la démarche écolo crèche généralisé par la suite.;existant;Expérimentation;Experimentation Immeubles résilients et durables;;
;94200;Ivry-sur-Seine;Porte d'Ivry-sur-Seine;Quai Auguste Deshaies;reinventerlaseine@haropaports.com;;http://www.reinventerlaseine.fr/;;;;Réinventer la Seine.  site est composé de l’estacade située au pied de la passerelle aux Câbles (ou passerelle d’Ivry-Charenton) d’environ 2500² et le plan d’eau attenant.  Anciennement utilisée par CPCU pour le dépotage de fioul pour l’alimentation de la centrale de chauffage urbain, elle est située dans la ZAC Ivry-Confluences.;projet;Fabrique du projet;Montages innovants;;
;75020;Paris 20e;Terrain 29 rue du soleil;29 rue du soleil;;;;;;;"Terrain pour l'appel à projet ""Inventons la métropole"" . Vocation activités innovantes, vocation sociale  en line avec occupant actuel à maintenir éventuellement après travaux. Spécificités: occupé aujourd’hui par les « restos du cœur » cadre d’occupation précaire.";projet;Nouvelles économies et industries;;;
;93200;Saint-Denis;Venteprivée.com;249 av. du Président Wilson;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.917005,2.357206;
;75020;Paris 20e;Villa Belleville;23 rue Ramponeau;;;;;;;;existant;Innovation sociale et sociétale;Lieux innovants de la culture;;
