IDENT_PVP;N_SQ_CA;NUM_PVP;ADR_ORI;ADR_SUP;TYP_PROT;MOTIVATION
03-0298;3;298;22 rue au Maire;;BP;Maison à l'ancien alignement. Façade composée de deux travées et de quatre étages carrés sur rez-de-chaussée. Baies à décor de crossettes. La partie ancienne de cette voie était entièrement construite en 1280
03-0199;3;199;32 rue Notre-Dame de Nazareth;;BP;Maison de la fin du XVIIIème siècle présentant une élévation de trois étages carrés sur rez-de-chaussée. Deux légers avant-corps encadrent la façade. Garde-corps Louis XVI. Deux rangs de lucarnes. Porte piétonne ouvrant sur une petite cour (pans de bois apparents dans le vestibule).
03-0103;3;103;69-71 rue de Turbigo;3 rue du Vertbois;BP;Lycée Turgot fondé en 1839 il est établi sur une partie de l'ancien du couvent des Madelonnettes. A l'origine école primaire supérieure il devient lycée municipal et bénéficie à partir de 1866 d'importants travaux d'agrandissements sous la direction d'Eugène Chat architecte du chantier de la Mairie du 3ème arrondissement. Il est considéré à l'époque comme une établissement modèle par son architecture. Interrompus par la guerre les travaux ne seront achevés qu'en 1874. Construite en pierre la façade multiplie les citations et les références architecturales : pilastres frontons corniches refends. Elevé primitivement de deux étages et d'un attique le pavillon central était surmonté d'un campanile supprimé lorsque l'ensemble du bâtiment a été surélevé de deux étages. Ouverte en plein cintre la porte centrale est dominée par un buste d'Athéna entouré de feuilles de chênes et d'acanthe. L'irrégularité de la parcelle a imposé à l'architecte un plan très complexe où sont imbriqués corps de bâtiments et cours.
04-0237;4;237;41-45 rue Saint-Merri;;BP;"Trois maisons anciennes présentant des façades étroites composée de deux travées chacune. Au n°43 la façade est cantonnée de deux chaînes de refends et les baies cintrées portent des appuis de fenêtre en fer forgé Louis XV portant le chiffre ""M"". L'imposte au-dessus de la porte piétonne porte également un motif entrelacé en fer forgé."
14-0034;14;34;55-57 avenue Reille;;BP;Maisons d'artistes de trois étages sur rez-de-chaussée réalisées par l'architecte Jules Dechelette en 1925 en béton aux façades dominées par les baies vitrées et structurées par d'importants bow-windows formant de nets décrochements. Construction illustrant les principes architecturaux du Mouvement Moderne.
04-0200;4;200;7 rue Budé;;BP;île Saint-Louis. Maison à loyer. Datant du XVIIe siècle les édifices à vocation locative s'implantent sur des parcelles étroites et parfois suffisamment profonde pour accueillir un autre bâtiment adossé en fond de terrain. Alignée sur rue la façade recouverte par un enduit de teinte claire présente une sobriété ornementale qui se limite aux moulures soulignant les différents niveaux.
04-0138;4;138;18 rue Budé;45 rue Saint-Louis en l'Ile;BP;île Saint-Louis. Maison à loyer. Datant du XVIIe siècle les édifices à vocation locative s'implantent sur des parcelles étroites et parfois suffisamment profonde pour accueillir un autre bâtiment adossé en fond de terrain. Alignée sur rue la façade recouverte par un enduit de teinte claire présente une sobriété ornementale qui se limite aux moulures soulignant les différents niveaux.
04-0074;4;74;9 rue Le Regrattier;;BP;île Saint-Louis. Maison à loyer. Datant du XVIIe siècle les édifices à vocation locative s'implantent sur des parcelles étroites et parfois suffisamment profonde pour accueillir un autre bâtiment adossé en fond de terrain. Alignée sur rue la façade recouverte par un enduit de teinte claire présente une sobriété ornementale qui se limite aux moulures soulignant les différents niveaux.
04-0022;4;22;51-53 rue Saint-Louis en l'Ile;;BP;île Saint-Louis. Hôtel de Guyot de Chenizot. Cet hôtel particulier construit dans les années 1620 pour Pierre de Verton, comprend un corps de logis aligné sur la rue et un deuxième entre cour et jardin, qui s'étendait jusqu'au quai d'Orléans. Au XVIIIe siècle, François Guyot de Chenizot acquit l'hôtel et le fit décorer à la mode rocaille. La façade sur rue, en pierre, s'élève sur un rez-de-chaussée entresolé surmonté de deux niveaux couronnés par un étage sous comble. Le passage cocher est encadré par un appareil à bossages vermiculés réalisé par Pierre de Vigny en 1726. Il est surmonté par un balcon sinueux soutenu par deux consoles représentant des chimères et d'une tête de faune. Un fronton triangulaire orné de bas relief couronne la baie de l'étage noble. On retrouve le même style de rocaille sur les façades des bâtiments sur cour. Escalier ancien documenté à cette adresse. Hôtel étudié par Christian Baulez  in L'Ile Saint-Louis, Action Artistique de la Ville de Paris, 1997 (pp. 231-241).
04-0027;4;27;56 rue Saint-Louis en l'Ile;;BP;île Saint-Louis. Maison de la haute bourgeoisie. Datant du XVIIe siècle les édifices initialement destinés à la haute bourgeoisie s'implantent sur une parcelle suffisamment grande pour être agrémentée d'une cour bien dimensionnée. Alignée sur rue la façade principale généralement en pierre présente une composition régulière ponctuée parfois par une porte cochère à rez-de-chaussée et un balcon à l'étage noble.
04-0002;4;2;60 rue Saint-Louis en l'Ile;;BP;île Saint-Louis. Maison à loyer. Datant du XVIIe siècle les édifices à vocation locative s'implantent sur des parcelles étroites et parfois suffisamment profonde pour accueillir un autre bâtiment adossé en fond de terrain. Alignée sur rue la façade recouverte par un enduit de teinte claire présente une sobriété ornementale qui se limite aux moulures soulignant les différents niveaux.
05-0334;5;334;76 rue du Cardinal Lemoine;2, place de la Contrescarpe / 9, rue Mouffetard;BP;"Maison ancienne d'angle conservant  malgré une mauvaise restauration  une belle porte piétonne avec le chiffre ""B"" en fer forgé dans l'imposte mise en valeur par un appareil de pierre formant une clé de voûte. Fruit apparent. Toiture à la mansart. Escalier XIXème à limon tournant attesté en octobre 2004."
05-0122;5;122;11-27 rue Frédéric Sauton;;BP;Séquence cohérente de maisons des XVIIème et XVIIIème siècles. Au n°11 haute maison composée de deux travées et de cinq étages carrés sur rez-de-chaussée bien hiérarchisés. Au n° 13 façade flanquée de chaînes de refends et bandeaux d'étages saillants. Remarquable escalier rampe sur rampe en bois à balustres tournés conservé de la seconde moitié du XVIIème siècle. Au n°15 façade flanquée de chaînes de refends et redécorée ultérieurement (mascaron au deuxième étage table moulurée au troisième étage). Escalier XIXème. Porte Louis-Philippe à grille de fonte. Au n°17 Façade flanquée de chaînes de refends composée de trois travées et de quatre étages carrés sur rez-de-chaussée. Soubassement en pierre de taille.
05-0392;5;392;8 rue Laromiguière;;BP;Maison d'aspect de la fin du XVIIIème siècle présentant une façade ornée de refends et des appuis de fenêtre ornés de garde-corps Louis XVI. Ensemble Bâtiments protégés de la rue Mouffetard et de ses abords représentatifs de l'architecture domestique des XVIIème et XVIIIème siècle. Ils constituent un ensemble caractéristique de l'urbanisation des premiers faubourgs de Paris.
05-0372;5;372;14 rue Mouffetard;3, rue Blainville;BP;"Maison à l'enseigne ""Au Nègre joyeux"". Entre les deux fenêtres du premier étage est accroché un panneau de bois peint représentant une scène de café. Façade composée de deux travées et de quatre étages carrés sur rez-de-chaussée. Garde-corps en fer forgé néoclassiques vers 1800 à tous les étages. Deux lucarnes conservées."
05-0370;5;370;22 rue Mouffetard;;BP;Maison ayant conservé une porte piétonne dont la grille est ornée de deux flèches croisées et de deux têtes de lion caractéristique du style Empire. Façade composée de deux travées et de quatre étages carrés sur rez-de-chaussée. Hiérarchisation des étages. Baies des deux premiers étages cintrées ayant conservé leurs appuis en pierre. Escalier ancien à barreaux ronds bagués en fer forgé montés sur limon attesté en octobre 2004.
05-0403;5;403;67 rue Mouffetard;;BP;Maison présentant une sobre façade composée de quatre travées et de quatre étages carrés sur rez-de-chaussée et entresol. Aspect XVIIIème. Lucarnes. Bâtiment protégé de la rue Mouffetard et de ses abords représentatif de l'architecture domestique des XVIIème et XVIIIème siècles. Il constitue un ensemble caractéristique de l'urbanisation des premiers faubourgs de Paris.
05-0455;5;455;126 rue Mouffetard;;BP;Maison basse à l'enseigne du Petit Trou au XVIIIème siècle occupée par une boulangerie depuis le XVIème. Seule la façade a été conservée lors d'un projet de démolition-reconstruction mené en 1993.
05-0456;5;456;130 rue Mouffetard;;BP;Maison présentant une façade sur rue composée de deux travées et élevée de trois étages carrés sur entresol et rez-de-chaussée. Belle marquise à structure métallique abritant la devanture du commerce à rez-de-chaussée. Bâtiment protégé de la rue Mouffetard et de ses abords représentatif de l'architecture domestique des XVIIème et XVIIIème siècles. Il constitue un ensemble caractéristique de l'urbanisation des premiers faubourgs de Paris.
05-0430;5;430;137 rue Mouffetard;;BP;Maison d'aspect du XVIIème siècle présentant une façade étroite élevée de trois étages carrés sur rez-de-chaussée. Lucarne passante maçonnée présentant un fronton. Ancre métallique visible en façade. Bâtiments protégés de la rue Mouffetard et de ses abords représentatifs de l'architecture domestique des XVIIème et XVIIIème siècle. Ils constituent un ensemble caractéristique de l'urbanisation des premiers faubourgs de Paris.
05-0383;5;383;14 rue du Pot de Fer;;BP;Maison sur des bases anciennes présentant une façade sobre composée de trois travées et de trois étages carrés sur rez-de-chaussée. Garde-corps à motifs de croisillon. Au rez-de chaussée piles en pierre apparentes. Fruit apparent. Bâtiment protégé de la rue Mouffetard et de ses abords représentatif de l'architecture domestique des XVIIème et XVIIIème siècles. Il constitue un ensemble caractéristique de l'urbanisation des premiers faubourgs de Paris.
05-0266;5;266;71 boulevard Saint-Germain;;EPP;Ancien théâtre de l'Athénée musical élevé à l'emplacement du couvent des Mathurins. La façade symétrique sur le boulevard présente trois registres enrichis de sculptures qui viennent reprendre ceux des bâtiments mitoyens. Cette salle de concert a été fondée par Raousset-Boublon et inaugurée en janvier 1874. La salle, de style néo-Louis XV, contenait près de 1500 places. Elle a été construite par l'architecte Gérault, également l'auteur des immeubles voisins. La salle a ensuite été transformée en salle de théâtre en 1864 puis en salle de cinéma et enfin en grand magasin en 1992.
05-0203;5;203;169 rue Saint-Jacques;;BP;Maison Ruotte, maison de rapport  construite pour François Ruotte  propriétaire en 1763  vers 1767-1769. La façade en pierre a recouvré sa couleur dorée lors d'un ravalement récent: elle est marquée au centre par un avant-corps à peine saillant. La porte cochère a conservé ses vantaux de bois sculptés avec  dans les panneaux supérieurs  des coquilles Saint-Jacques - allusion au chemin de Compostelle et au patron de la rue.
05-0469;5;469;177-179 rue Saint-Jacques;;BP;Au n°177 petite maison présentant une façade composée d'une travée principale et d'une travée secondaire et de trois étages carrés sur rez-de-chaussée s'inscrivant dans une séquence ancienne. Au n°179 maison Louis XV présentant une façade en pierre de taille composée de trois travées. Fenêtres cintrées et soulignées de bandeaux plats ayant conservées leurs appuis en pierre.
05-0227;5;227;18-20 rue Saint-Séverin;;BP;Au n° 18 maison présentant une façade composée de trois travées et de trois étages carrées sur rez-de-chaussée. Si les proportions sont bien du XVIIIème siècle la façade présente en revanche un décor (moulures garde-corps porte) Louis-Philippe. Au n° 20 maison du XVIIème siècle présentant une façade composée de trois travées et de quatre étages carrés sur rez-de-chaussée. Fruit apparent. Remarquable escalier à rampe en fer forgé conservé à motif de figues du XVIIème siècle attesté en octobre 2004.
05-0009;5;9;29 quai de la Tournelle;;BP;Remarquable façade Louis XV en pierre de taille cantonnée par des chaînes et composée de quatre travées et trois étages carrés sur rez-de-chaussée. Fenêtres ornées en clef de belles agrafes sculptées, les appuis de fenêtre en fer forgé du troisième étage portent un chiffre sans doute celui de Maximilien-Antoine Pelletier de Rilly avocat au Parlement propriétaire de la maison en 1748.
05-0462;5;462;15 rue d'Ulm;;BP;Eglise Notre Dame du Liban  ancienne chapelle de l'école préparatoire Sainte-Geneviève  construite en 1893 par l'architecte Jules Astruc. Il s'agit du seul vestige de l'établissement fondé par des Jésuites en 1854. Elle est affectée depuis juillet 1915 au culte Maronite. Englobée depuis 1963 dans le bâtiment du foyer franco-libanais  cette église ne laisse plus voir  à l'extérieur  qu'une partie de son chevet (10 rue Lhomond) et de sa façade latérale nord  dans la cour de la fondation Curie  cour où subsiste une partie de la terrasse qui précédait autrefois l'entrée latérale de la chapelle. L'édifice  pastiche néo-gothique  mesure 44 mètres de longueur sur 21 mètres de large. Il comprend une vaste nef de six travées  bordée de chapelles latérales et d'une abside à neuf pans. L'architecte a banni tout ornement superflu : la construction apparente  les joints de pierre  les chapiteaux sculptés et la proportion des trois parties suffisent à la décoration. L'église conserve la plus grande partie des vitraux du maître verrier Emile Hirsch  en particulier ceux du choeur. Protection limitée à la chapelle.
06-0155;6;155;36 rue de Buci;;BP;Maison faisant partie d'un ensemble cohérent de maisons du XVIIème siècle (parcelles traversantes entre les rues de Buci et de l'Echaudé). Façade revue au XVIIIème siècle composée de deux travées et élevée de quatre étages carrés sur entresol et rez-de-chaussée. Appuis de fenêtre en fer forgé Louis XV aux deux premiers étages.
06-0959;6;959;64 rue du Cherche-Midi;17 rue de l'Abbé Grégoire;BP;Maison d'angle présentant dans son aspect actuel des façades d'aspect du XVIIIème siècle avec des éléments de décor fin XVIIIème siècle (baies ornées de frontons guirlandes chaînes de refends accostant la travée centrale au premier étage) sur la base d'un ancien hôtel réputé construit en 1682. Soubassement en pierre avec angle abattu.
06-0964;6;964;66 rue du Cherche-Midi;18 rue de l'Abbé Grégoire;BP;Maison à loyer édifiée sous la Restauration à l'angle de deux rues. Façade entièrement ornée de refend sur la rue du Cherche-Midi composée de sept travées et de trois étages carrés sur rez-de-chaussée. Persiennes garde-corps d'origine.
06-0309;6;309;14 rue Dauphine;;BP;Maison du XVIIème siècle, façade composée d'une travée et d'une demi-croisée. Elévation de quatre étages carrés sur rez-de-chaussée. Baies soulignées de bandeaux plats à motif de crossette.
06-0331;6;331;19 rue Dauphine;7 rue du Pont de Lodi;BP;Maison d'origine du XVIIème modifiée sous Louis XV et amputée à l'ouverture en 1802 de la rue du pont de Lodi. Les baies sur la rue Dauphine présentent des garde-corps et des chambranles Louis XV. La modification en 1802 a été l'occasion de modifier le décor. Garde-corps c. 1800  sur la rue du Pont de Lodi.
06-0782;6;782;11 rue Garancière;;BP;Petit hôtel du Nivernais dont la décoration intérieure et extérieure est due à Marie-Joseph Peyre l'Ainé pour Louis-Jules Barbon de Mazarin-Mancini duc de Nivernais ambassadeur de Louis XV. Le permis de construire est du 10 mars 1769 mais les travaux décoratifs n'étaient pas finis en 1774. L'hôtel devenu caserne a perdu ses ornements. Porte cochère sur rue du XVIIIème siècle avec appareillage en pierre de taille et vantaux en bois débouchant sur une cour pavée et arborée. Corps de bâtiments sur cour dans leur aspect actuel néoclassique vers 1820. Baies du premier étage ornées de balustres. Trumeaux du second étage ornés de pilastres d'ordre ionique. Porte d'entrée surmontée d'une marquise.
06-0501;6;501;5 rue Git-Le-Coeur;;BP;Maison comprise dans une séquence d'origine du XVIIème siècle. Façade composée de trois travées et de quatre étages carrés sur un soubassement en pierre de taille. Ancienne porte cochère ayant conservé ses vantaux en bois. Eléments subsistants en fond de cour de l'hôtel construit au milieu du XVIème siècle pour Pierre Ier Seguier président du parlement de Paris et acquis en 1641 par le duc de Luynes. Les anciens bâtiments réemployés de l'hôtel de Luynes ainsi qu'un corps de logis neuf forment en 1671 l'hôtel Berrier. L'escalier du XVIIème siècle dont il ne reste que le limon est pourvu d'une rampe XIXème. (in Dominique Leborgne Saint-Germain-des-Prés et son faubourg évolution d'un paysage urbain Parigramme éd. 2005.)
06-0450;6;450;12 rue Git-Le-Coeur;;BP;"Maison du XVIIème siècle en pierre de taille de trois travées. Baies cintrées portant une agrafe à la clé. Garde-corps de style Louis XV. Lucarne feunière. Porte de style Rocaille. Escalier ancien remarquable. Edifice référencé dans Babelon Jean-Pierre, ""Demeures parisiennes sous Henri IV et Louis XIII"", éd. Hazan, Paris, 1991."
06-0678;6;678;3 rue Gozlin;;BP;Maison ancienne datant de l'ouverture la rue Sainte-Marguerite  ancien nom de la rue Gozlin (rue ouverte et lotie entre 1635-1637 par Christophe Gamart  maître-maçon et architecte-voyer de l'abbaye de Saint-Germain-des-Prés à l'emplacement du fossé méridional de l'abbaye). Façade composée de deux travées et de trois étages carrés sur rez-de-chaussée. Double lucarne englobée dans un quatrième étage. Allèges abaissées au XVIIIème siècle. Appuis de fenêtre en fer forgé de style Régence.
18-0385;18;385;7 rue Muller;11, rue Feutrier;BP;Immeuble de rapport typique de l'ancien village de Montmartre. Pan coupé à l'angle des rues.
18-0388;18;388;14 rue Muller;13, rue Feutrier;BP;Immeuble de rapport typique de l'ancien village de Montmartre. Pan coupé à l'angle des rues.
06-0525;6;525;14 rue Hautefeuille;;BP;Maison présentant une façade sur rue du XVIIIème siècle (baies cintrées croisées appuis de fenêtre Louis XVI refends sur toute la façade) composée de deux travées et présentant un fruit important témoignant d'une construction peut-être établie sur des bases antérieures au XVIIIème siècle.
06-0524;6;524;16 rue Hautefeuille;;BP;Ancien hôtel du conseiller Murard (1720) puis de la famille de Serre de Saint-Roman (1767-1843) d'après Rochegude. Façade sur rue du XVIIIème siècle en pierre de taille composée de cinq travées et de trois étages carrés. Au-dessus de la porte d'entrée appuis de fenêtre en fer forgé de style Louis XV conservés. Tables sculptées entre les meneaux. Etat en partie altéré par des ajouts postérieurs (appuis en tableaux carreaux de céramique en revêtement).
06-0822;6;822;1 rue Honoré Chevalier;88-90 rue Bonaparte;BP;Hôtel de Polignac daté du XVIIIème siècle de style Régence. Au 88 rue Bonaparte porte cochère Régence façade sur cour et rampe d'escalier en fer forgé inscrit à l'inventaire des monuments historiques depuis 1926. Escalier ancien documenté à cette adresse.
06-1006;6;1006;2 rue Huysmans;;BP;Immeuble d'angle construit en 1919 par l'architecte Raoul Brandon conservant des traits Art Nouveau. Façade en briques et pierre de taille appareillages loggia à arcades en attique bow-windows ornementation florale (rue Huysmans : ensemble architectural cohérent d'immeubles d'habitation du tournant du XXème siècle).
06-0038;6;38;37 rue Jacob;;BP;Belle maison dans son état actuel du milieu du XVIIIème siècle. Façade de quatre travées et trois étages carrés cantonnée par deux chaînes de pierre. Appuis de fenêtre en fer forgé. Passage cocher.
06-0982;6;982;10 rue Jean Ferrandi;;BP;Maison de style Restauration. Façade sobre composée de cinq travées et de deux étages carrés sur un rez-de-chaussée. Porte cochère sommée d'un fronton plat soutenu par deux consoles d'inspiration néoclassique. Garde-corps montés en tableau.
06-0841;6;841;16 rue Madame;;BP;Maison du XVIIème siècle. Bâtiment disposé en équerre. Portail conservant une belle porte cochère à vantaux parqueté à panneaux saillants.
06-0543;6;543;9 rue Monsieur Le Prince;;BP;Maison du XVIIème siècle d'origine similaire à celle du 11 rue Monsieur-le-Prince. Façade composée de deux travées. Surélévation.
06-0546;6;546;15 rue Monsieur Le Prince;;BP;"Maison du XVIIème siècle comprise dans une série homogène. Façade composée de deux travées. Chaîne de refend. Entourage des baies en harpes de pierre. Deux lucarnes passantes. Ancienne propriété des Hospices jusqu'à leur cession en 1812. Edifice référencé dans l'ouvrage de Jean-Pierre Babelon, ""Demeures parisiennes sous Henri IV et Louis XIII"", éd. Hazan, Paris, 1991"
06-1071;6;1071;48-56 rue Monsieur Le Prince;;BP;Séquence de maisons des XVIIème et XVIIIème remarquable par son état de conservation et sa cohérence. N°48 : façade comportant quatre travées d'aspect fin XVIIIème. Modénatures très caractéristiques de la période. Garde-corps en fer forgé à motif d'ogives et porte cochère conservée. N°50 : trois travées garde-corps en fer forgé. N° 54 : cette maison à deux étages appartenait au XVIIème siècle à Pierre de Patry premier maréchal du duc d'Orléans. Elle était encaissée entre deux jeux de paumes voisins. Blaise Pascal y résida de 1654 à 1662. Un rehaussement exécuté en 1840 dénatura son état originel. Elle conserve une façade composée de deux travées cantonnées de refends des baies ornées de chambranles à crossettes et des garde-corps en fer forgé Louis XV. N°56 : façade composée de trois travées et dont les baies portent des garde-corps en fer forgé vers 1800.
06-0751;6;751;25 rue de Tournon;;BP;Maison présentant une façade composée de deux travées présentant dans son aspect actuel des garde-corps du premier tiers du XIXème siècle sur des bases probablement plus anciennes.
06-0773;6;773;20 rue de Vaugirard;rue Rotrou;BP;Grande maison d'angle en pierre de taille du début du XIXème siècle. L'angle est traité par un pan coupé d'une travée. Façade présentant deux étages carrés sur rez-de-chaussée et sur entresol. Sur la rue de Vaugirard grande arcature abritant la porte cochère ajourée par un décor de croix en fonte. Aspect d'inspiration néoclassique : décor limité à un bandeau saillant au-dessus de l'entresol une frise de chiens courant entre les premier et second étages et une puissante corniche à modillons. Ensemble se prolongeant au n°22.
06-0785;6;785;24 rue de Vaugirard;20 rue de Tournon;BP;Maison ancienne mitoyenne d'un immeuble de rapport en pierre de taille situé à un angle de rue construit par l'architecte Georges Debrie en 1899 présentant une façade composée de deux étages sur entresol et rez-de-chaussée et de trois travées asymétriques.
13-0013;13;13;76 rue de Patay;;BP;Hôtel particulier d'aspect fin XIXème siècle très bien conservé et situé en retrait par rapport à l'alignement de la rue de Patay, il constitue un exemple rare de ce type d'architecture bourgeoise dans ce quartier et antérieur à son urbanisation.
11-0264;11;264;12 rue Saint-Sabin;passage Saint Sabin;BP;Belle cour pavée bordée de bâtiments peu élevés d'origine de la seconde moitié du XIXème siècle. L'accès se fait par le porche du 12 rue Saint-Sabin. Comme pour la cour du 16 rue Saint-Sabin l'intérêt de cette parcelle tient au volume harmonieux de la cour bordée par des bâtiments de faible densité.
11-0136;11;136;42 rue Servan;;BP;Pavillon et magasin construit en 1885 par l'architecte Etienne-François Billot disciple de Train aux Beaux-Arts. Façade présentant un jeu de brique décoratif. A gauche de la façade porte cochère ornée d'une clef saillante. Au milieu de la façade porte en pierre encadrée par deux pilastres cannelés soutenant un fronton en arc de cercle.
11-0137;11;137;44 rue Servan;;BP;Immeuble de rapport du début du XXème siècle présentant un décor troubadour. Façade de quatre travées et cinq étages carrés sur rez-de-chaussée animée par deux bow-windows. Porte surmontée d'un décor sculpté néo-médiéval.
18-0257;18;257;9 rue des Trois Frères;2, rue Yvonne le Tac;BP;Vaste immeuble de rapport situé à un angle d'aspect vers 1840-1850. Modénatures sobres. Présence importante dans le paysage.
18-0261;18;261;15 rue des Trois Frères;;BP;Immeuble de rapport vers 1840-1860. La rue des Trois Frères date de 1840 et a pour origine les trois frères Dufour propriétaires.
18-0265;18;265;20 rue des Trois Frères;;BP;Immeuble de rapport fin XIXème
06-0980;6;980;13 boulevard du Montparnasse;;BP;Ensemble de bâtiments du milieu du XIXème siècle s'ouvrant de façon originale par une cour sur le boulevard. Portail.
06-0999;6;999;16-20b rue Notre-Dame des Champs;;BP;Maison mère et chapelle des Sœurs du Bon Secours. La congrégation des soeurs du Bon-Secours fut fondée en 1824 par Mgr de Quélen archevêque de Paris. Elle avait pour vocation l'aide aux malades. En 1833 les Soeurs achetèrent l'hôtel Pons rue Notre-Dame des Champs. Dix ans plus tard la congrégation fit construire par l'architecte Breton la chapelle actuelle qui fut consacrée le 9 octobre 1844. Cette vaste chapelle fut très admirée et visitée au XIXème siècle. L'extérieur de cet édifice n'est visible que du jardin du couvent. Construite en pierre dans un style néo-gothique elle comprend une nef bordée de deux bas-côtés surmontés de tribunes éclairées par des vitraux d'un transept non saillant et d'un choeur à cinq pans. On accède aux tribunes par deux escaliers en pierre montant en spirale et dont la rampe est découpée à jour. La chapelle a heureusement conservé la plus grande partie de son mobilier et de ses oeuvres d'art.
06-1002;6;1002;19 rue Notre-Dame des Champs;;BP;Ensemble de bâtiments en pierre de taille disposés en U. Portail sur rue présentant un important fronton. Grand jardin (espace vert intérieur protégé) à l'arrière. Au 96 boulevard Raspail laboratoire de mécanique physique et expérimentale de la faculté des sciences et office national des universités et écoles françaises.
06-0582;6;582;11 rue des Quatre Vents;;BP;"Revers du 8 rue Saint-Sulpice. Maison ancienne du XVIIème siècle. Façade composée de trois travées irrégulières et de trois étages carrés. Lucarnes en bâtière. Edifice référencé dans l'ouvrage de Jean-Pierre Babelon, ""Demeures parisiennes sous Henri IV et Louis XIII"", éd. Hazan, Paris, 1991. Soubassement en pierre de taille"
06-0466;6;466;37 rue Saint-André des Arts;;BP;Maison du début du XVIIème siècle. Façade composée de quatre travées et élevée de trois étages carrés sur rez-de-chaussée. Proportion des baies revue au XVIIIème siècle. Belles lucarnes maçonnées en toiture. De nombreux peintres dont André Dunoyer de Segonzac établirent leur domicile et leur atelier dans cet immeuble au XIXème siècle.
06-0433;6;433;50 rue Saint-André des Arts;;BP;Maison à loyer d'aspect du début du XIXème siècle. Façade composée de huit travées et élevée de quatre étages carrés sur rez-de-chaussée  fortement hiérarchisés. Garde-corps montés en tableau au premier étage et saillant aux trois niveaux supérieurs avec des motifs géométriques en losange. Appuis soutenu par des consoles en dé ou en prisme. Baies surmontées de frontons et de dais soutenus par des consoles. Soubassement marqué par des piles en pierre étayant une poutre apparente sans doute antérieurs.
06-0376;6;376;65 rue Saint-André des Arts;;BP;Maison Louis XV. Façade composée de trois travées cantonnée de chaînes de refends et élevée de trois étages carrés sur rez-de-chaussée percés de baies régulières ayant conservé des appuis et ferronneries cintrées. Toiture percée d'un double rang de lucarnes.
06-0847;6;847;157 boulevard Saint-Germain;;BP;Belle maison de style Restauration. Façade sobre composée de quatre travées et de deux étages carrés sur rez-de-chaussée et entresol. Un étage en retiré. Belle porte cochère ajourée et ornée de motifs en fonte.
06-0970;6;970;83 rue de Sèvres;8-16 rue de l'Abbé Grégoire;BP;Maison mère de la communauté des Sœurs de l'Instruction charitable du Saint-Enfant-Jésus dites Dames de Saint-Maur. Sur cette parcelle hôtel de Jumilhac au 12 rue de l'Abbé Grégoire hôtel de Prunelay au 83 rue de Sèvres. Nombreux éléments d'époque XVIIème subsistants notamment croisées et escaliers (dont un escalier Louis XIV à rampe en fer forgé).
06-1060;6;1060;85 rue de Sèvres;;BP;Bâtiment sur rue de la fin du XVIIIème siècle ou début XIXème face à l'ancien hôpital Laënnec traversé par un porche donnant sur la cour pavée d'un hôtel particulier. Jardin en fond de parcelle. Ensemble néoclassique d'une grande cohérence. On reconnaît encore les portes des écuries au rez-de-chaussée des ailes. Travaux récents. Voeu de préservation de la commission du Vieux Paris dans sa séance du 14 janvier 1997.
07-0062;7;62;12 avenue de Breteuil;;BP;Hôtel particulier construit par l'architecte Désiré Guilbert en 1902 siècle présentant une façade en pierre de taille composée de quatre travées et deux étages carrés sur rez-de-chaussée. Etages de combles percés par des portes-fenêtres prises dans les lucarnes et desservies par un balcon filant à balustres de pierre. Belle ferronnerie à motif d'ailes de papillon. Sur le jardin bow-window présentant des vitraux. Beaux décors intérieurs et bel escalier circulaire à double révolution.
07-0053;7;53;11 avenue Franco-Russe;;BP;Immeuble de logements des années 1930 façade inspiré du mouvement moderne, sobriété de la composition et des percements. Ferronnerie remarquable de la porte d'entrée de même motif que celui ornant les jours de l'escalier. Rare exemple de cette architecture dans le 7ème arrondissement.
08-0416;8;416;4V place François Ier;;EPP;La fontaine de la place François Ier provient du groupe des deux fontaines créées en 1865 par Gabriel Davioud pour la place de la Madeleine, elle a été transportée à l'emplacement actuel en 1909, l'autre étant installée square de la Tour-Maubourg. Au-dessus d'un bassin rond en pierre, quatre griffons assis soutiennent une vasque sur les bords de laquelle douze petites têtes de lion crachent de l'eau, la vasque elle-même étant surmontée d'une colonne ronde ornée de quatre figures de femmes.
08-0153;8;153;14 rue La Boétie;2b rue d'Argenson;BP;Immeuble de rapport réalisé en 1899 par les architectes Octave Raquin et Albert Benz. Façades néo-renaissance en pierre de taille élevées de deux étages carrés sur rez-de-chaussée. Au premier étage deux fenêtres encadrées de pilastres à chapiteaux ioniques encadrement mouluré et ornées de clés ainsi que trois fenêtres centrales avec frontons triangulaires consoles et tableaux moulurés. Au second étage corniche moulurée et balustres de pierre à motifs géométriques ainsi que deux fenêtres encadrées de pilastres moulurés à chapiteaux corinthiens et trois fenêtres centrales du même type que celles du premier étage. La façade s'ouvre par une grande porte en anse de panier ornée d'un médaillon ovale. Curieux bow-window en forme de trapèze.
08-0408;8;408;103 rue La Boétie;;BP;Quartier des Champs-Élysées. Grand immeuble de rapport élevé par Henri Marchand en 1892. Sur la rue La Boétie il présente une façade en pierre de taille composée de huit travées chargée d'un décor abondant. Sur cour bow-window métalliques et grandes baies ornées de vitraux éclairant l'escalier. Vestibule très décoré.
